Timestamp,Control Module Voltage,Engine RPM,Battery Voltage,Coolant Temperature,Speed,MAF Sensor,O2 Sensor
2024-11-28 11:39:35,,0.0 revolutions_per_minute,11.7 volt,62 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:39:37,,0.0 revolutions_per_minute,11.7 volt,62 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:39:40,,0.0 revolutions_per_minute,11.7 volt,62 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:39:42,,0.0 revolutions_per_minute,11.7 volt,62 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:39:44,,0.0 revolutions_per_minute,11.7 volt,62 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:39:46,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:39:48,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:39:51,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:39:53,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:39:55,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:39:57,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:39:59,,0.0 revolutions_per_minute,11.8 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:02,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:04,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:06,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:08,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:10,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:13,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:15,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:17,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:19,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:21,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:24,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:26,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:28,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:30,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:32,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:35,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:37,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:39,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:41,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:43,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:46,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:48,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:50,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:52,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:54,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:57,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:40:59,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:01,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:03,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:05,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:08,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:10,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:12,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:14,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:16,,0.0 revolutions_per_minute,11.8 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:19,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:21,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:23,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:25,,0.0 revolutions_per_minute,11.8 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:28,,0.0 revolutions_per_minute,11.7 volt,61 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:30,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:32,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:34,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:37,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:39,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:41,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:43,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:45,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:48,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:50,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:52,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:54,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:56,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:41:59,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:01,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:03,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:05,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:07,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:10,,0.0 revolutions_per_minute,11.8 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:12,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:14,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:16,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:19,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:21,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:23,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:25,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:27,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:30,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:32,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:34,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:36,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:38,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:41,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:43,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:45,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:47,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:49,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:52,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:54,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:56,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:42:58,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:01,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:03,,0.0 revolutions_per_minute,11.8 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:05,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:07,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:09,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:12,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:14,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:16,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:18,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:20,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:23,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:25,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:27,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:29,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:31,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:34,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:36,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:38,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:40,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:43,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:45,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:47,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:49,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:51,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:54,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:56,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:43:58,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:00,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:02,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:05,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:07,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:09,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:11,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:13,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:16,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:18,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:20,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:22,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:24,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:27,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:29,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:31,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:33,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:36,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:38,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:40,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:42,,0.0 revolutions_per_minute,11.7 volt,60 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:44,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:47,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:49,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:51,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:53,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:55,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:44:58,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:00,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:02,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:05,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:07,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:09,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:11,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:13,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:15,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:18,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:20,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:22,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:24,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:27,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:29,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:31,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:33,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:35,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:38,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:40,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:42,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:44,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:47,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:49,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:51,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:53,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:55,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:45:58,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:46:00,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:46:02,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:46:04,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:46:06,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:46:09,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:46:11,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:46:13,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:46:15,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:46:18,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:46:20,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:46:22,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:46:24,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:46:26,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:46:29,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:46:31,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
2024-11-28 11:46:33,,0.0 revolutions_per_minute,11.7 volt,59 degree_Celsius,0.0 kilometer_per_hour,N/A,0.455 volt
